"Player","Position","Team","Sleeper","ESPN","Yahoo!","CBS","Fantrax","FFPC","BB10s","NFFC","Underdog","Consensus"
"Jacoby Brissett","QB","ARI","244.7","170.1","","","241.3","333.1","159.3","190.0","198.7","219.6"
"Jimmy Horn Jr.","WR","CAR","","169.9","","","","","","273.3","216.0","219.7"
"Josh Oliver","TE","MIN","","169.9","","","","","","273.1","216.0","219.7"
"Darius Cooper","WR","PHI","","169.9","","","","","","273.2","215.9","219.7"
"Mitch Tinsley","WR","CIN","","170.0","","","","","","273.1","216.0","219.7"
"Sam Roush","TE","CHI","","170.0","","","","","","273.2","216.0","219.7"
"Mason Rudolph","QB","PIT","","170.0","","","","","","273.1","216.0","219.7"
"AJ Dillon","RB","CAR","","170.0","","","","","","273.0","216.0","219.7"
"Roschon Johnson","RB","CHI","","170.0","","","","","","273.2","216.0","219.7"
"Mitch Evans","TE","CAR","","170.0","","","","","","273.2","216.0","219.7"
"Jacob Saylors","RB","DET","","170.0","","","","","","273.3","216.0","219.7"
"KeAndre Lambert-Smith","WR","LAC","","170.0","","","","","","273.3","216.0","219.7"
"Will Levis","QB","TEN","","170.0","","","","","","273.1","216.0","219.7"
"Khalil Herbert","RB","SF","","170.0","","","","","","273.2","216.0","219.7"
"Jordan Watkins","WR","SF","","170.0","","","","","","273.2","216.0","219.7"
"Theo Wease Jr.","WR","MIA","","170.0","","","","","","273.1","216.0","219.7"
"Nick Chubb","RB","FA","","169.9","","","","","","273.3","216.0","219.8"
"Isaiah Williams","WR","NYJ","","170.0","","","","","","273.4","216.0","219.8"
"Sione Vaki","RB","DET","","170.0","","","","","","273.3","216.0","219.8"
"Elijah Higgins","TE","ARI","","169.9","","","","","","273.7","216.0","219.9"
"Efton Chism III","WR","NE","","169.9","","","","","","273.7","216.0","219.9"
"Noah Fant","TE","NO","","170.0","","","","","","273.7","216.0","219.9"
"Taysom Hill","TE","FA","","170.0","","","","","","273.8","216.0","219.9"
"Spencer Rattler","QB","NO","","170.0","","","","","","273.7","216.0","219.9"
"Jaleel McLaughlin","RB","DEN","","170.0","","","","","","273.6","216.0","219.9"
"Damien Martinez","RB","GB","","170.0","","","","","","273.6","216.0","219.9"
"Jacob Cowing","WR","SF","","170.0","","","","","","273.6","216.0","219.9"
"Dyami Brown","WR","WSH","","170.2","","","","","","273.5","216.0","219.9"
"Roman Wilson","WR","PIT","","169.9","","","","","","274.4","215.8","220.0"
"Austin Ekeler","RB","FA","","170.0","","","","","","274.2","216.0","220.0"
"Rasheen Ali","RB","BAL","","170.0","","","","","","274.0","216.0","220.0"
"KaVontae Turpin","WR","DAL","","169.8","","","","","","275.0","215.9","220.2"
"Tommy Tremble","TE","CAR","","169.9","","","","","","274.7","216.0","220.2"
"Jalen Royals","WR","KC","","170.0","","","","","","274.6","216.0","220.2"
"Demarcus Robinson","WR","SF","","170.0","","","","","","274.8","215.9","220.2"
"Savion Williams","WR","GB","","170.2","","","","","","274.6","215.8","220.2"
"Colbie Young","WR","CIN","","170.0","","","","","","274.9","215.9","220.3"
"Joe Milton III","QB","DAL","","169.9","","","","","","275.6","216.0","220.5"
"Joe Mixon","RB","FA","204.6","169.9","","","","","238.8","273.6","216.0","220.6"
"Tyson Bagent","QB","CHI","","169.9","","","","","","277.1","216.0","221.0"
"Philip Rivers","QB","IND","","169.6","","","","","","273.1","","221.3"
"Albert Okwuegbunam Jr.","TE","LV","","170.0","","","","","","272.9","","221.4"
"Jonnu Smith","TE","FA","","170.0","","","","","","278.3","216.0","221.4"
"Demond Claiborne","RB","MIN","247.7","170.4","","","279.6","176.6","233.6","228.4","214.1","221.5"
"Stetson Bennett IV","QB","LAR","","169.9","","","","","","273.1","","221.5"
"Tim Patrick","WR","NYJ","","170.0","","","","","","273.1","","221.5"
"Drew Sample","TE","CIN","","170.0","","","","","","273.1","","221.5"
"Jeremy Ruckert","TE","NYJ","","170.0","","","","","","273.1","","221.5"
"Arian Smith","WR","NYJ","","170.0","","","","","","273.1","","221.5"
"Jalin Hyatt","WR","NYG","","170.0","","","","","","272.9","","221.5"
"Devin Duvernay","WR","ARI","","170.0","","","","","","273.1","","221.5"
"Jeremy McNichols","RB","WSH","","170.0","","","","","","273.0","","221.5"
"Carson Wentz","QB","MIN","","170.0","","","","","","273.1","","221.5"
"Isaiah Hodgins","WR","NYG","","170.0","","","","","","273.0","","221.5"
"Miles Sanders","RB","FA","","170.0","","","","","","273.1","","221.5"
"Raheem Mostert","RB","FA","","170.0","","","","","","273.1","","221.5"
"Jake Bobo","WR","SEA","","169.9","","","","","","273.2","","221.6"
"Sam Howell","QB","DAL","","170.0","","","","","","273.2","","221.6"
"Tanner McKee","QB","PHI","","170.0","","","","","","273.2","","221.6"
"Frank Gore Jr.","RB","BUF","","170.0","","","","","","273.2","","221.6"
"Derek Carr","QB","NO","","170.0","","","","","","273.2","","221.6"
"Jimmy Garoppolo","QB","LAR","","170.0","","","","","","273.2","","221.6"
"Durham Smythe","TE","BAL","","170.0","","","","","","273.1","","221.6"
"Pierre Strong Jr.","RB","GB","","170.0","","","","","","273.1","","221.6"
"Tyler Badie","RB","DEN","","170.1","","","","","","273.1","","221.6"
"Jam Miller","RB","NE","","170.0","","","","","","273.4","","221.7"
"Lan Larison","RB","NE","","170.0","","","","","","273.3","","221.7"
"Bam Knight","RB","ARI","","170.1","","","","","","273.6","","221.8"
"Quinn Ewers","QB","MIA","","169.9","","","","","","274.0","","222.0"
"Tommy DeVito","QB","NE","","169.9","","","","","","274.4","","222.2"
"Jarrett Stidham","QB","DEN","","170.0","","","","","","274.5","","222.2"
"Nick Mullens","QB","JAX","","170.0","","","","","","274.6","","222.3"
"Hollywood Brown","WR","PHI","","169.9","","","","","236.6","270.1","215.9","223.1"
"Emanuel Wilson","RB","SEA","254.6","170.2","","165.6","232.8","342.1","193.4","211.1","215.9","223.2"
"Devin Neal","RB","NO","211.9","169.9","","","","","240.5","280.7","216.0","223.8"
"Seth McGowan","RB","IND","","170.1","","","","218.2","240.4","275.6","215.0","223.9"
"Pat Bryant","WR","DEN","231.5","170.7","","","284.5","206.7","232.5","260.0","182.0","224.0"
"Evan Engram","TE","DEN","","170.2","","","252.6","218.5","234.7","260.8","212.0","224.8"
"Odell Beckham Jr.","WR","NYG","","169.1","","","","","240.8","273.9","215.9","224.9"
"Dillon Gabriel","QB","CLE","","170.0","","","","","240.9","272.9","216.0","224.9"
"Jahdae Walker","WR","CHI","","169.9","","","","","241.0","273.3","215.9","225.0"
"Cade Klubnik","QB","NYJ","","169.9","","","","","241.0","273.3","216.0","225.0"
"Jalen Milroe","QB","SEA","","170.0","","","","","241.0","273.0","216.0","225.0"
"Deion Burks","WR","IND","","170.0","","","","","240.6","273.5","216.0","225.0"
"Kendre Miller","RB","NO","224.8","170.1","","","","","240.6","274.1","216.0","225.1"
"CJ Daniels","WR","LAR","","170.0","","","","","240.9","273.5","216.0","225.1"
"Ashton Dulin","WR","IND","","170.0","","","","","240.9","273.4","216.0","225.1"
"Kalif Raymond","WR","CHI","","169.9","","","","","241.0","274.9","215.9","225.4"
"Davis Mills","QB","HOU","","170.0","","","","","241.0","274.6","216.0","225.4"
"Jarquez Hunter","RB","LAR","240.6","170.0","","","","","","275.5","216.0","225.5"
"Cedric Tillman","WR","CLE","","170.0","","","","","241.0","275.0","216.0","225.5"
"Phil Mafah","RB","DAL","","170.0","","","","","241.0","275.0","216.0","225.5"
"Ben Sinnott","TE","WSH","","170.0","","","","","240.9","275.0","216.0","225.5"
"Isaac Guerendo","RB","SF","","170.1","","","","","240.9","275.7","216.0","225.7"
"Colts","DST","IND","219.0","170.0","","","260.7","","230.7","248.4","","225.8"
"Brenen Thompson","WR","LAC","","169.9","","","","","240.9","276.8","215.9","225.9"
"Eli Heidenreich","RB","PIT","","170.0","","","","","240.9","276.9","216.0","225.9"
"Jerome Ford","RB","WSH","","170.0","","","","","241.0","277.0","216.0","226.0"
"Tanner Koziol","TE","JAX","","170.0","","","292.1","","","","216.0","226.0"
"Jake Tonges","TE","SF","246.0","170.5","","","272.7","211.4","227.2","240.3","214.8","226.1"
"Kirk Cousins","QB","LV","","169.9","","","262.4","","227.5","255.6","215.2","226.1"
"Bryce Lance","WR","NO","","170.0","","","","","240.9","277.6","216.0","226.1"
"Marlin Klein","TE","HOU","","170.0","","","292.4","","","","216.0","226.1"
"Calvin Austin III","WR","NYG","","169.9","","","","","241.0","277.7","216.0","226.2"
"Mo Alie-Cox","TE","IND","","169.9","","","292.5","","","","216.0","226.2"
"Tony Richardson Sr.","QB","IND","","169.9","","","","","241.0","279.5","216.0","226.6"
"Colby Parkinson","TE","LAR","251.4","170.6","","","243.7","276.4","203.8","231.1","210.3","226.8"
"Rashod Bateman","WR","BAL","232.7","170.8","","164.9","255.4","295.9","236.4","260.6","200.8","227.2"
"Mike Trigg","TE","DAL","249.7","170.0","","","","","","273.2","216.0","227.2"
"John Metchie III","WR","CAR","","170.0","","171.9","290.4","","241.0","273.8","216.0","227.2"
"Mike Gesicki","TE","CIN","","170.3","","","251.0","","237.2","270.6","209.6","227.7"
"Audric Estime","RB","NO","237.4","170.0","","","","","","276.3","","227.9"
"Mike Penix","QB","ATL","227.9","170.0","","","271.8","","227.3","255.6","215.5","228.0"
"Jack Stoll","TE","CLE","286.0","170.0","","","","","","","","228.0"
"Mitch Trubisky","QB","TEN","","170.0","","","","","241.0","273.0","","228.0"
"Kenneth Pickett","QB","CAR","","169.9","","","","","241.0","273.6","","228.2"
"Will Howard","QB","PIT","","169.9","","","","","240.7","274.4","","228.4"
"Deshaun Watson","QB","CLE","","169.9","","","276.7","","226.6","260.1","215.3","229.7"
"Shedeur Sanders","QB","CLE","237.9","169.2","","","271.9","","229.8","260.0","213.6","230.4"
"Max Klare","TE","LAR","248.8","170.0","","","","","241.0","277.3","216.0","230.6"
"Emari Demercado","RB","KC","","170.3","","","266.8","229.4","238.8","263.9","215.7","230.8"
"Buccaneers","DST","TB","232.4","169.4","","","261.3","","236.7","255.8","","231.1"
"Brandon Aiyuk","WR","SF","252.5","170.7","","","211.9","342.2","201.2","223.5","215.8","231.1"
"Will Kacmarek","TE","MIA","","170.0","","","292.2","","","","","231.1"
"Jaylin Noel","WR","HOU","213.7","171.3","","","284.8","","236.2","268.7","215.3","231.7"
"Chimere Dike","WR","TEN","229.4","170.5","","","291.4","","225.9","259.4","215.9","232.1"
"Ted Hurst","WR","TB","242.9","170.3","","","255.9","266.6","237.4","263.6","200.2","233.8"
"Eli Stowers","TE","PHI","220.8","169.9","","","272.7","270.6","232.1","257.6","214.1","234.0"
"Jaylen Wright","RB","MIA","247.9","170.3","","","264.4","267.1","233.0","244.3","215.4","234.6"
"Jack Bech","WR","LV","238.2","171.2","","","268.3","","239.7","276.0","215.4","234.8"
"Panthers","DST","CAR","238.4","169.8","","","279.3","","233.5","252.9","","234.8"
"Troy Franklin","WR","DEN","249.2","170.6","","","233.2","341.5","210.5","223.9","214.6","234.8"
"J.J. McCarthy","QB","MIN","224.2","169.6","","","287.2","","239.0","278.6","215.9","235.7"
"Elic Ayomanor","WR","TEN","241.5","170.0","","","285.1","","233.5","269.8","215.6","235.9"
"Marvin Mims","WR","DEN","219.5","170.0","","","285.9","","240.9","284.3","215.9","236.1"
"Theo Johnson","TE","NYG","232.2","170.2","","","290.6","","237.2","270.4","215.8","236.1"
"Kaleb Johnson","RB","PIT","217.5","170.0","","","290.7","","241.0","281.9","216.0","236.2"
"Darnell Mooney","WR","NYG","253.8","170.7","","","219.8","341.0","225.7","233.3","210.0","236.3"
"Kyle Williams","WR","NE","222.1","169.9","","","291.0","","239.3","280.3","216.0","236.4"
"Keenan Allen","WR","FA","233.2","169.9","","","285.7","257.8","236.7","265.8","206.3","236.5"
"Carson Beck","QB","ARI","","169.6","","","287.2","","235.5","276.3","214.1","236.5"
"Devontez Walker","WR","BAL","","170.0","","","279.4","","240.8","276.2","216.0","236.5"
"Jalen Tolbert","WR","MIA","","170.4","","","288.0","","235.1","274.6","215.8","236.8"
"Christian Kirk","WR","SF","241.7","170.5","","182.8","269.5","340.9","232.8","242.4","215.5","237.0"
"Chris Brooks","RB","GB","","170.2","","","286.8","","239.1","272.7","216.0","237.0"
"Brashard Smith","RB","KC","226.3","170.1","","","290.1","","240.3","282.5","215.9","237.5"
"Elijah Sarratt","WR","BAL","229.2","170.1","","","291.4","","239.6","280.3","214.4","237.5"
"Mac Jones","QB","SF","","169.9","","","288.7","","237.9","275.4","216.0","237.6"
"Konata Mumpfield","WR","LAR","","169.9","","","291.4","","","273.3","216.0","237.7"
"Riley Leonard","QB","IND","","170.0","","","291.6","","","273.2","216.0","237.7"
"Kyle Juszczyk","RB","SF","","169.9","","","292.3","","","273.2","216.0","237.9"
"Jawhar Jordan","RB","HOU","","170.1","","","291.4","","","273.9","216.0","237.9"
"Jaylin Lane","WR","WSH","","170.1","","","292.5","","","273.3","216.0","238.0"
"Andrei Iosivas","WR","CIN","","170.3","","","284.9","","240.1","279.5","215.1","238.0"
"Xavier Hutchinson","WR","HOU","","170.0","","","292.5","","","273.8","216.0","238.1"
"Dont'e Thornton Jr.","WR","LV","","170.0","","","292.5","","","273.8","216.0","238.1"
"Josh Palmer","WR","BUF","","169.9","","","290.6","","","276.6","215.9","238.3"
"Nick Westbrook-Ikhine","WR","IND","","170.0","","","292.1","","","275.1","215.9","238.3"
"Trevor Etienne","RB","CAR","","170.1","","","292.1","","","275.6","216.0","238.4"
"Luke Musgrave","TE","GB","","169.9","","","292.2","","240.8","273.8","216.0","238.5"
"Ollie Gordon II","RB","MIA","","170.3","","","283.9","244.5","240.8","275.9","215.8","238.5"
"Jordan Whittington","WR","LAR","","169.9","","","292.3","","240.9","274.1","215.9","238.6"
"Kevin Coleman Jr.","WR","MIA","","170.0","","","291.9","","241.0","273.9","216.0","238.6"
"Treylon Burks","WR","WSH","","170.1","","","292.3","","","276.0","216.0","238.6"
"Devaughn Vele","WR","NO","239.8","170.7","","","291.5","","238.8","277.3","214.9","238.8"
"Justin Fields","QB","KC","","169.9","","","289.9","","238.3","280.1","216.0","238.8"
"Kareem Hunt","RB","FA","","170.0","","","291.6","","239.6","276.9","216.0","238.8"
"Justin Joly","TE","DEN","","170.0","","","292.3","","","277.1","216.0","238.8"
"Darnell Washington","TE","PIT","","169.4","","","288.6","","240.4","281.5","215.3","239.0"
"Luke McCaffrey","WR","WSH","","169.9","","","292.2","","240.8","276.3","216.0","239.0"
"Tyler Huntley","QB","BAL","","169.9","","","290.9","","240.9","277.1","216.0","239.0"
"Skyler Bell","WR","BUF","","169.9","","","289.4","","240.8","280.4","215.7","239.2"
"Jahan Dotson","WR","ATL","","170.2","","","290.5","","239.5","281.8","215.7","239.5"
"DeMario Douglas","WR","NE","","170.0","","","291.8","","241.0","279.5","215.7","239.6"
"Ty Simpson","QB","LAR","241.8","169.9","","","291.7","","240.0","279.0","216.0","239.7"
"Jameis Winston","QB","NYG","","169.9","","","290.9","","240.6","281.1","216.0","239.7"
"Tutu Atwell","WR","MIA","","170.0","","","291.5","","240.9","279.9","216.0","239.7"
"Joe Flacco","QB","CIN","","169.9","","","290.2","","240.6","282.5","216.0","239.8"
"Germie Bernard","WR","PIT","239.5","170.4","","","254.8","324.7","231.5","256.0","202.5","239.9"
"Mack Hollins","WR","NE","","169.9","","","291.3","","240.5","281.7","216.0","239.9"
"Oscar Delp","TE","NO","","170.0","","","292.1","","240.7","280.6","216.0","239.9"
"Marcus Mariota","QB","WSH","","170.0","","","291.6","","240.3","281.4","216.0","239.9"
"Dawson Knox","TE","BUF","","169.8","","","291.6","","240.5","282.1","215.8","240.0"
"Isaiah Bond","WR","CLE","","169.9","","","291.8","","240.9","281.4","215.9","240.0"
"Tyler Higbee","TE","LAR","","169.8","","","292.2","","240.9","282.1","216.0","240.2"
"Olamide Zaccheaus","WR","ATL","","170.0","","","291.6","","240.7","282.5","216.0","240.2"
"Xavier Legette","WR","CAR","","170.8","","","288.6","","240.9","285.4","215.2","240.2"
"Ja'Tavion Sanders","TE","CAR","","170.0","","","292.2","","240.8","282.5","216.0","240.3"
"Najee Harris","RB","FA","212.3","170.0","","","","323.2","240.6","280.5","215.9","240.4"
"Devin Singletary","RB","NYG","","170.1","","","290.8","","241.0","284.0","216.0","240.4"
"Kendrick Bourne","WR","ARI","","170.0","","","292.8","","241.0","282.9","215.9","240.5"
"Noah Gray","TE","KC","","169.9","","","292.7","","","283.8","216.0","240.6"
"Caleb Douglas","WR","MIA","","170.3","","","282.0","273.7","240.3","274.6","205.1","241.0"
"Charlie Kolar","TE","LAC","","170.0","","","","306.7","240.9","274.7","214.2","241.3"
"Commanders","DST","WAS","","169.5","","","283.5","","240.8","273.0","","241.7"
"Erick All Jr.","TE","CIN","","170.0","","","","305.2","","275.9","215.6","241.7"
"Jalen Brooks","WR","ARI","339.5","170.0","","","","","","","216.0","241.8"
"Bengals","DST","CIN","241.2","169.6","","","289.6","","240.7","269.5","","242.1"
"Malachi Fields","WR","NYG","242.4","169.9","","","267.7","341.6","218.9","246.6","209.4","242.3"
"Samaje Perine","RB","CIN","","170.7","","","274.1","285.9","239.2","273.8","215.3","243.2"
"Deneric Prince","RB","FA","318.0","170.0","","","","","","","","244.0"
"Trey Lance","QB","LAC","","170.0","","","291.1","","241.0","274.3","","244.1"
"Jake Browning","QB","TB","","170.0","","","291.0","","241.0","274.5","","244.1"
"Trey Benson","RB","ARI","255.2","169.9","","","","326.7","230.8","266.6","216.0","244.2"
"J'Mari Taylor","RB","JAX","","","","","","","","272.9","215.9","244.4"
"Haynes King","QB","CAR","","","","","","","","273.1","216.0","244.5"
"Tory Horton","WR","SEA","228.7","170.8","","","285.2","315.3","234.4","267.2","213.3","245.0"
"Teddy Bridgewater","QB","DET","","170.0","","","290.9","","","274.0","","245.0"
"Raheim Sanders","RB","CLE","","170.0","","","292.3","","","273.5","","245.2"
"Will Shipley","RB","PHI","","170.1","","","291.6","","","273.9","","245.2"
"Andy Dalton","QB","PHI","","170.0","","","291.8","","","274.0","","245.3"
"Titans","DST","TEN","270.2","169.8","","","287.4","","238.6","261.8","","245.6"
"Daniel Bellinger","TE","TEN","","170.0","","","292.2","","","274.6","","245.6"
"Andre Baccellia","WR","FA","322.0","170.0","","","","","","","","246.0"
"Keon Coleman","WR","BUF","234.8","170.2","","","276.7","333.1","236.9","264.8","211.6","246.9"
"Baylor Cupp","TE","FA","324.3","170.0","","","","","","","","247.1"
"Mason Taylor","TE","NYJ","224.3","169.9","","","277.6","341.7","233.8","271.2","215.7","247.7"
"Kyle Allen","QB","BUF","287.3","169.9","","","291.4","","","274.6","216.0","247.9"
"Zach Horton","TE","DET","325.8","170.0","","","","","","","","247.9"
"Zach Ertz","TE","FA","","170.0","","","","338.7","241.0","275.4","216.0","248.2"
"Raiders","DST","LV","279.3","169.6","","","284.3","","240.0","268.2","","248.3"
"Eli Raridon","TE","NE","","169.9","","","291.5","295.3","241.0","277.1","214.9","248.3"
"LeQuint Allen Jr.","RB","JAX","","170.3","","","283.9","313.3","239.8","270.5","215.5","248.9"
"DJ Giddens","RB","IND","","170.2","","","286.3","302.7","240.8","278.8","215.9","249.1"
"Tez Johnson","WR","TB","","170.0","","","","341.9","240.9","281.5","215.9","250.0"
"Malik Benson","WR","LV","","170.0","","","","340.3","","274.5","215.7","250.1"
"Chris Bell","WR","MIA","239.3","171.1","","","282.0","342.2","236.5","266.0","214.4","250.2"
"Greg Dortch","WR","DET","","170.0","","","","340.8","","274.0","216.0","250.2"
"Kenneth McIntosh","RB","FA","307.5","170.0","","","","","","273.4","","250.3"
"Grant Calcaterra","TE","PHI","332.0","170.0","","","","","","","","251.0"
"Cardinals","DST","ARI","273.0","169.7","","","292.4","","241.0","279.2","","251.1"
"Mike Mayer","TE","LV","","170.1","","","287.6","313.7","240.2","281.7","215.0","251.4"
"Adam Randall","RB","BAL","","170.3","","","292.2","317.6","240.8","274.3","215.8","251.8"
"Jets","DST","NYJ","282.2","169.9","","","291.7","","240.6","276.3","","252.1"
"Malik Davis","RB","DAL","","170.1","","","287.2","323.9","240.3","275.5","215.9","252.2"
"Elijah Arroyo","TE","SEA","","169.9","","","291.0","317.2","240.9","284.5","215.7","253.2"
"Darren Waller","TE","CAR","","170.0","","","290.8","330.3","241.0","275.1","214.3","253.6"
"Tyquan Thornton","WR","KC","","170.2","","","290.6","333.3","238.8","276.5","212.6","253.7"
"Dolphins","DST","MIA","299.0","169.4","","","292.4","","240.8","274.4","","255.2"
"Cole Kmet","TE","CHI","","169.7","","","287.1","335.0","240.8","284.4","215.9","255.5"
"Isaiah Davis","RB","NYJ","","170.3","","","291.0","342.5","240.9","272.2","216.0","255.5"
"Ty Johnson","RB","BUF","","170.4","","","289.0","342.3","240.2","276.2","215.9","255.7"
"Tyrell Shavers","WR","BUF","342.5","170.0","","","","","","","","256.2"
"Darius Slayton","WR","NYG","","170.2","","","287.3","342.3","240.6","284.7","215.7","256.8"
"Jermar Jefferson","RB","MIN","343.9","170.0","","","","","","","","256.9"
"Rob Henry Jr.","RB","WAS","","","","","","","241.0","273.1","","257.1"
"John Wolford","QB","FA","347.0","170.0","","","","","","","","258.5"
"Matt Seybert","TE","","259.0","","","","","","","","","259.0"
"Harrison Bryant","TE","FA","348.0","170.0","","","","","","","","259.0"
"Jacardia Wright","RB","SEA","348.0","170.0","","","","","","","","259.0"
"Zavion Thomas","WR","CHI","","169.9","","","292.6","341.2","","276.7","215.7","259.2"
"Tanner McLachlan","TE","SF","349.0","170.0","","","","","","","","259.5"
"Tahj Brooks","RB","CIN","","170.1","","","291.8","340.3","","280.9","216.0","259.8"
"Chamon Metayer","TE","","260.5","","","","","","","","","260.5"
"Tommy Mellott","WR","FA","351.0","170.0","","","","","","","","260.5"
"Tyree Mayfield","TE","","261.0","","","","","","","","","261.0"
"Jalen Hurd","WR","","262.0","","","","","","","","","262.0"
"Trayone Gray","RB","","263.0","","","","","","","","","263.0"
"Zach Davidson","TE","FA","357.0","170.0","","","","","","","","263.5"
"Trenton Cannon","RB","","264.0","","","","","","","","","264.0"
"Gerrid Doaks","RB","","265.0","","","","","","","","","265.0"
"Jeret Smith","WR","","267.0","","","","","","","","","267.0"
"Sal Cannella","TE","FA","364.8","169.9","","","","","","","","267.3"
"Connor Jessop","QB","","268.3","","","","","","","","","268.3"
"Alex Mattison","RB","FA","367.0","170.0","","","","","","","","268.5"
"Brevin Jordan","TE","HOU","422.0","170.0","","","","","","","216.0","269.3"
"Ameer Abdullah","RB","JAX","369.5","170.0","","","","","","","","269.7"
"Connor Wedington","WR","","270.0","","","","","","","","","270.0"
"Dalvin Cook","RB","FA","370.0","169.9","","","","","","","","270.0"
"Zion Bowens","WR","","271.0","","","","","","","","","271.0"
"Reggie White","WR","","272.0","","","","","","","","","272.0"
"Brian Riley","WR","","273.0","","","","","","","","","273.0"
"Myles Montgomery","RB","NE","","","","","","","","273.1","","273.1"
"Jayden Ott","RB","FA","","","","","","","","273.3","","273.3"
"Aidan Robbins","RB","","274.0","","","","","","","","","274.0"
"CJ Verdell","RB","","275.0","","","","","","","","","275.0"
"Foster Moreau","TE","HOU","380.0","170.0","","","","","","","","275.0"
"Riley Ridley","WR","","276.0","","","","","","","","","276.0"
"Cedrick Wilson","WR","DET","383.5","170.0","","","","","","","","276.7"
"Jerreth Sterns","WR","","277.0","","","","","","","","","277.0"
"Gus Edwards","RB","FA","385.5","170.0","","","","","","","","277.8"
"Alex Gray","TE","","278.3","","","","","","","","","278.3"
"Noah Brown","WR","FA","449.5","170.0","","","","","","","216.0","278.5"
"Cade Johnson","WR","","279.5","","","","","","","","","279.5"
"Connor Neighbors","RB","","279.5","","","","","","","","","279.5"
"Ryan Willis","QB","","281.0","","","","","","","","","281.0"
"Devin Gray","WR","","282.0","","","","","","","","","282.0"
"B.J. Emmons","RB","","283.0","","","","","","","","","283.0"
"Davis Allen","TE","LAR","396.0","170.0","","","","","","","","283.0"
"Jaren Kanak","TE","TEN","397.0","170.0","","","","","","","","283.5"
"Damoun Patterson","WR","","284.0","","","","","","","","","284.0"
"Nate Adkins","TE","DEN","398.0","170.0","","","","","","","","284.0"
"Joe Walker","WR","","285.0","","","","","","","","","285.0"
"David Sills","WR","TB","405.0","170.0","","","","","","","","287.5"
"Abram Smith","RB","","288.0","","","","","","","","","288.0"
"Alonzo Moore","WR","","289.0","","","","","","","","","289.0"
"Jamarius Way","WR","","290.0","","","","","","","","","290.0"
"Riley Neal","QB","","291.0","","","","","","","","","291.0"
"Tyrion Davis-Price","RB","FA","412.0","170.0","","","","","","","","291.0"
"Austin Hooper","TE","ATL","430.0","170.0","","","","","","273.2","","291.1"
"Melvin Gordon","RB","(N/A)","","","","","291.3","","","","","291.3"
"D'Ernest Johnson","RB","FA","413.0","170.0","","","","","","","","291.5"
"Mike Harley","WR","","292.0","","","","","","","","","292.0"
"Johnathan Lloyd","WR","","293.0","","","","","","","","","293.0"
"Mike Weber","RB","","294.0","","","","","","","","","294.0"
"TJ Sheffield","WR","","295.0","","","","","","","","","295.0"
"Isaiah Neyor","WR","GB","421.0","170.0","","","","","","","","295.5"
"Sean Riley","WR","","296.0","","","","","","","","","296.0"
"Jaxon Janke","WR","","297.0","","","","","","","","","297.0"
"Curtis Samuel","WR","FA","426.7","170.0","","","","","","","","298.4"
"Darrius Shepherd","WR","","299.0","","","","","","","","","299.0"
"Josh Cuevas","TE","BAL","428.0","170.0","","","","","","","","299.0"
"Trenton Irwin","WR","SF","429.0","170.0","","","","","","","","299.5"
"Joaquin Davis","WR","PIT","300.0","","","","","","","","","300.0"
"Aaron Anderson","WR","","301.0","","","","","","","","","301.0"
"Jeff Wilson","RB","FA","432.0","170.0","","","","","","","","301.0"
"Robbie Ouzts","RB","SEA","433.0","170.0","","","","","","","","301.5"
"Jason Moore","WR","","302.5","","","","","","","","","302.5"
"Luke Farrell","TE","SF","435.0","170.0","","","","","","","","302.5"
"Josh Dobbs","QB","DET","465.8","169.9","","","","","","273.1","","302.9"
"Shane Leatherbury","WR","","303.5","","","","","","","","","303.5"
"Treyvhon Saunders","WR","HOU","303.5","","","","","","","","","303.5"
"Austin Reed","QB","BAL","305.0","","","","","","","","","305.0"
"Riley Nowakowski","TE","PIT","531.0","169.9","","","","","","","216.0","305.7"
"Kyle Sloter","QB","","306.0","","","","","","","","","306.0"
"Montrell Washington","WR","FA","442.0","170.0","","","","","","","","306.0"
"Jalen Reagor","WR","MIA","442.0","170.0","","","","","","","","306.0"
"Tom Kennedy","WR","DET","447.0","170.0","","","","","","","","308.5"
"Alex McGough","QB","","309.5","","","","","","","","","309.5"
"Bryan Thompson","WR","","310.0","","","","","","","","","310.0"
"Braxton Berrios","WR","NYG","451.4","170.0","","","","","","","","310.7"
"Graham Mertz","QB","HOU","452.5","170.0","","","","","","","","311.2"
"Julian Williams","WR","","311.3","","","","","","","","","311.3"
"Rob Tonyan","TE","PIT","569.0","170.0","","","291.5","","","","216.0","311.6"
"Collin Schlee","QB","","312.0","","","","","","","","","312.0"
"Kyle Trask","QB","CAR","455.2","170.0","","","","","","","","312.6"
"Trevon Grimes","WR","","313.0","","","","","","","","","313.0"
"Marquise Brown","WR","PHI","","","","","284.7","342.1","","","","313.4"
"Deante' Gray","WR","","314.0","","","","","","","","","314.0"
"Danny Etling","QB","","315.0","","","","","","","","","315.0"
"Xavier Gipson","WR","NYG","460.0","170.0","","","","","","","","315.0"
"Aaron Parker","WR","","316.0","","","","","","","","","316.0"
"Tay Martin","WR","DET","463.0","170.0","","","","","","","","316.5"
"Mike Strachan","WR","","317.0","","","","","","","","","317.0"
"Cooper Rush","QB","ATL","466.0","170.0","","","","","","","","318.0"
"A.T. Perry","WR","FA","467.0","170.0","","","","","","","","318.5"
